id,bb_type,bb_name,city,area_code,log_report_type,priority,outage_duration,volume
570,8,ADSL 1,Asunción,1089,170,Low,0,1
9160,8,ADSL 1,Asunción,1089,170,Low,1,7
9160,8,ADSL 1,Asunción,1089,207,Low,1,1
9160,8,ADSL 1,Asunción,1089,54,Low,1,7
9160,8,ADSL 1,Asunción,1089,86,Low,1,1
7338,8,ADSL 1,Asunción,1089,54,Low,1,2
6732,8,ADSL 1,Asunción,1089,54,Low,0,3
6732,8,ADSL 1,Asunción,1089,170,Low,0,3
14212,8,ADSL 1,Asunción,1089,54,Low,2,1
14212,8,ADSL 1,Asunción,1089,204,Low,2,2
14212,8,ADSL 1,Asunción,1089,170,Low,2,53
14212,8,ADSL 1,Asunción,1089,83,Low,2,2
5064,8,ADSL 1,Sydney,1090,202,Low,0,10
5064,8,ADSL 1,Sydney,1090,81,Low,0,6
16687,8,ADSL 1,Sydney,1090,202,Low,1,4
16687,8,ADSL 1,Sydney,1090,81,Low,1,3
912,8,ADSL 1,Sydney,1090,202,Low,1,2
912,8,ADSL 1,Sydney,1090,81,Low,1,4
7201,8,ADSL 1,Sydney,1090,202,Medium,2,4
7201,8,ADSL 1,Sydney,1090,81,Medium,2,4
7606,8,ADSL 1,Sydney,1090,81,Low,1,2
7606,8,ADSL 1,Sydney,1090,202,Low,1,4
532,8,ADSL 1,Sydney,1090,195,Low,0,1
532,8,ADSL 1,Sydney,1090,73,Low,0,1
1684,6,ADSL 2+,Auckland,1091,345,Low,0,2
16569,8,ADSL 1,Auckland,1091,68,Medium,0,1
14949,8,ADSL 1,Auckland,1091,170,Low,0,1
2724,8,ADSL 1,Suva,1092,68,Low,0,1
558,8,ADSL 1,Suva,1092,170,Low,1,4
15760,8,ADSL 1,Suva,1092,68,Low,1,1
15760,8,ADSL 1,Suva,1092,204,Low,1,2
15760,8,ADSL 1,Suva,1092,83,Low,1,2
12186,8,ADSL 1,Port Moresby,1093,219,Low,0,1
12186,8,ADSL 1,Port Moresby,1093,134,Low,0,1
12186,8,ADSL 1,Port Moresby,1093,306,Low,0,8
12186,8,ADSL 1,Port Moresby,1093,58,Low,0,1
12186,8,ADSL 1,Port Moresby,1093,280,Low,0,1
12186,2,ADSL 2,Port Moresby,1093,219,Low,0,1
12186,2,ADSL 2,Port Moresby,1093,134,Low,0,1
12186,2,ADSL 2,Port Moresby,1093,306,Low,0,8
12186,2,ADSL 2,Port Moresby,1093,58,Low,0,1
12186,2,ADSL 2,Port Moresby,1093,280,Low,0,1
12186,7,Cable,Port Moresby,1093,219,Low,0,1
12186,7,Cable,Port Moresby,1093,134,Low,0,1
12186,7,Cable,Port Moresby,1093,306,Low,0,8
12186,7,Cable,Port Moresby,1093,58,Low,0,1
12186,7,Cable,Port Moresby,1093,280,Low,0,1
18049,8,ADSL 1,Port Moresby,1093,87,Low,1,1
18049,8,ADSL 1,Port Moresby,1093,86,Low,1,1
18049,8,ADSL 1,Port Moresby,1093,54,Low,1,1
18049,8,ADSL 1,Port Moresby,1093,209,Low,1,1
18049,8,ADSL 1,Port Moresby,1093,170,Low,1,1
18049,8,ADSL 1,Port Moresby,1093,207,Low,1,1
1086,8,ADSL 1,Port Moresby,1093,87,Low,0,2
16552,8,ADSL 1,Port Moresby,1093,170,Low,1,1
16552,8,ADSL 1,Port Moresby,1093,209,Low,1,1
16552,8,ADSL 1,Port Moresby,1093,87,Low,1,1
2759,8,ADSL 1,Apia,1094,198,Medium,0,1
2759,8,ADSL 1,Apia,1094,76,Medium,0,1
14229,8,ADSL 1,Apia,1094,193,Low,0,2
14229,8,ADSL 1,Apia,1094,71,Low,0,1
4276,2,ADSL 2,Apia,1094,196,Low,0,1
4276,2,ADSL 2,Apia,1094,74,Low,0,1
4276,8,ADSL 1,Apia,1094,196,Low,0,1
4276,8,ADSL 1,Apia,1094,74,Low,0,1
12708,8,ADSL 1,Apia,1094,74,Low,1,2
12708,8,ADSL 1,Apia,1094,196,Low,1,1
17975,8,ADSL 1,Apia,1094,66,Low,1,1
15161,10,Fiber High Speed,Nukuʻalofa,1095,179,Low,0,2
15161,10,Fiber High Speed,Nukuʻalofa,1095,266,Low,0,1
15161,10,Fiber High Speed,Nukuʻalofa,1095,68,Low,0,2
15161,8,ADSL 1,Nukuʻalofa,1095,179,Low,0,2
15161,8,ADSL 1,Nukuʻalofa,1095,266,Low,0,1
15161,8,ADSL 1,Nukuʻalofa,1095,68,Low,0,2
4143,10,Fiber High Speed,Nukuʻalofa,1095,267,Low,0,1
4143,10,Fiber High Speed,Nukuʻalofa,1095,68,Low,0,1
4143,10,Fiber High Speed,Nukuʻalofa,1095,341,Low,0,1
4143,10,Fiber High Speed,Nukuʻalofa,1095,179,Low,0,1
4143,10,Fiber High Speed,Nukuʻalofa,1095,266,Low,0,1
4143,8,ADSL 1,Nukuʻalofa,1095,267,Low,0,1
4143,8,ADSL 1,Nukuʻalofa,1095,68,Low,0,1
4143,8,ADSL 1,Nukuʻalofa,1095,341,Low,0,1
4143,8,ADSL 1,Nukuʻalofa,1095,179,Low,0,1
4143,8,ADSL 1,Nukuʻalofa,1095,266,Low,0,1
1379,4,Fiber 1,Nukuʻalofa,1095,30,Low,0,1
1379,4,Fiber 1,Nukuʻalofa,1095,134,Low,0,1
1379,4,Fiber 1,Nukuʻalofa,1095,118,Low,0,2
1379,4,Fiber 1,Nukuʻalofa,1095,306,Low,0,1
1379,4,Fiber 1,Nukuʻalofa,1095,54,Low,0,55
1379,4,Fiber 1,Nukuʻalofa,1095,345,Low,0,4
1379,4,Fiber 1,Nukuʻalofa,1095,273,Low,0,2
1379,4,Fiber 1,Nukuʻalofa,1095,219,Low,0,1
1379,4,Fiber 1,Nukuʻalofa,1095,68,Low,0,21
1379,4,Fiber 1,Nukuʻalofa,1095,304,Low,0,3
1379,4,Fiber 1,Nukuʻalofa,1095,170,Low,0,27
1379,4,Fiber 1,Nukuʻalofa,1095,179,Low,0,14
1379,4,Fiber 1,Nukuʻalofa,1095,222,Low,0,2
1379,7,Cable,Nukuʻalofa,1095,30,Low,0,1
1379,7,Cable,Nukuʻalofa,1095,134,Low,0,1
1379,7,Cable,Nukuʻalofa,1095,118,Low,0,2
1379,7,Cable,Nukuʻalofa,1095,306,Low,0,1
1379,7,Cable,Nukuʻalofa,1095,54,Low,0,55
1379,7,Cable,Nukuʻalofa,1095,345,Low,0,4
1379,7,Cable,Nukuʻalofa,1095,273,Low,0,2
1379,7,Cable,Nukuʻalofa,1095,219,Low,0,1
1379,7,Cable,Nukuʻalofa,1095,68,Low,0,21
1379,7,Cable,Nukuʻalofa,1095,304,Low,0,3
1379,7,Cable,Nukuʻalofa,1095,170,Low,0,27
1379,7,Cable,Nukuʻalofa,1095,179,Low,0,14
1379,7,Cable,Nukuʻalofa,1095,222,Low,0,2
1379,2,ADSL 2,Nukuʻalofa,1095,30,Low,0,1
1379,2,ADSL 2,Nukuʻalofa,1095,134,Low,0,1
1379,2,ADSL 2,Nukuʻalofa,1095,118,Low,0,2
1379,2,ADSL 2,Nukuʻalofa,1095,306,Low,0,1
1379,2,ADSL 2,Nukuʻalofa,1095,54,Low,0,55
1379,2,ADSL 2,Nukuʻalofa,1095,345,Low,0,4
1379,2,ADSL 2,Nukuʻalofa,1095,273,Low,0,2
1379,2,ADSL 2,Nukuʻalofa,1095,219,Low,0,1
1379,2,ADSL 2,Nukuʻalofa,1095,68,Low,0,21
1379,2,ADSL 2,Nukuʻalofa,1095,304,Low,0,3
1379,2,ADSL 2,Nukuʻalofa,1095,170,Low,0,27
1379,2,ADSL 2,Nukuʻalofa,1095,179,Low,0,14
1379,2,ADSL 2,Nukuʻalofa,1095,222,Low,0,2
1379,6,ADSL 2+,Nukuʻalofa,1095,30,Low,0,1
1379,6,ADSL 2+,Nukuʻalofa,1095,134,Low,0,1
1379,6,ADSL 2+,Nukuʻalofa,1095,118,Low,0,2
1379,6,ADSL 2+,Nukuʻalofa,1095,306,Low,0,1
1379,6,ADSL 2+,Nukuʻalofa,1095,54,Low,0,55
1379,6,ADSL 2+,Nukuʻalofa,1095,345,Low,0,4
1379,6,ADSL 2+,Nukuʻalofa,1095,273,Low,0,2
1379,6,ADSL 2+,Nukuʻalofa,1095,219,Low,0,1
1379,6,ADSL 2+,Nukuʻalofa,1095,68,Low,0,21
1379,6,ADSL 2+,Nukuʻalofa,1095,304,Low,0,3
1379,6,ADSL 2+,Nukuʻalofa,1095,170,Low,0,27
1379,6,ADSL 2+,Nukuʻalofa,1095,179,Low,0,14
1379,6,ADSL 2+,Nukuʻalofa,1095,222,Low,0,2
1379,8,ADSL 1,Nukuʻalofa,1095,30,Low,0,1
1379,8,ADSL 1,Nukuʻalofa,1095,134,Low,0,1
1379,8,ADSL 1,Nukuʻalofa,1095,118,Low,0,2
1379,8,ADSL 1,Nukuʻalofa,1095,306,Low,0,1
1379,8,ADSL 1,Nukuʻalofa,1095,54,Low,0,55
1379,8,ADSL 1,Nukuʻalofa,1095,345,Low,0,4
1379,8,ADSL 1,Nukuʻalofa,1095,273,Low,0,2
1379,8,ADSL 1,Nukuʻalofa,1095,219,Low,0,1
1379,8,ADSL 1,Nukuʻalofa,1095,68,Low,0,21
1379,8,ADSL 1,Nukuʻalofa,1095,304,Low,0,3
1379,8,ADSL 1,Nukuʻalofa,1095,170,Low,0,27
1379,8,ADSL 1,Nukuʻalofa,1095,179,Low,0,14
1379,8,ADSL 1,Nukuʻalofa,1095,222,Low,0,2
12411,7,Cable,Nukuʻalofa,1095,223,Critical,1,1
12411,7,Cable,Nukuʻalofa,1095,306,Critical,1,3
5908,7,Cable,Nukuʻalofa,1095,54,Low,1,1
5908,7,Cable,Nukuʻalofa,1095,223,Low,1,2
5908,7,Cable,Nukuʻalofa,1095,170,Low,1,1
5908,7,Cable,Nukuʻalofa,1095,306,Low,1,1
5908,8,ADSL 1,Nukuʻalofa,1095,54,Low,1,1
5908,8,ADSL 1,Nukuʻalofa,1095,223,Low,1,2
5908,8,ADSL 1,Nukuʻalofa,1095,170,Low,1,1
5908,8,ADSL 1,Nukuʻalofa,1095,306,Low,1,1
10686,8,ADSL 1,Nukuʻalofa,1095,68,Low,1,3
10686,8,ADSL 1,Nukuʻalofa,1095,273,Low,1,1
10686,6,ADSL 2+,Nukuʻalofa,1095,68,Low,1,3
10686,6,ADSL 2+,Nukuʻalofa,1095,273,Low,1,1
15158,8,ADSL 1,Nukuʻalofa,1095,68,Medium,0,1
2608,7,Cable,Nukuʻalofa,1095,54,Low,0,1
2608,7,Cable,Nukuʻalofa,1095,306,Low,0,1
2608,8,ADSL 1,Nukuʻalofa,1095,54,Low,0,1
2608,8,ADSL 1,Nukuʻalofa,1095,306,Low,0,1
13672,8,ADSL 1,Nukuʻalofa,1095,179,Low,1,2
13672,8,ADSL 1,Nukuʻalofa,1095,273,Low,1,1
13672,8,ADSL 1,Nukuʻalofa,1095,68,Low,1,2
13672,6,ADSL 2+,Nukuʻalofa,1095,179,Low,1,2
13672,6,ADSL 2+,Nukuʻalofa,1095,273,Low,1,1
13672,6,ADSL 2+,Nukuʻalofa,1095,68,Low,1,2
4292,8,ADSL 1,Nukuʻalofa,1095,77,Medium,0,1
10961,2,ADSL 2, Abuja,1096,134,Low,0,1
6386,2,ADSL 2, Abuja,1096,135,Low,0,1
6386,2,ADSL 2, Abuja,1096,220,Low,0,1
16424,8,ADSL 1, Alexandria,1097,170,Medium,0,4
16424,8,ADSL 1, Alexandria,1097,68,Medium,0,4
15265,8,ADSL 1, Alexandria,1097,68,Low,1,2
15265,8,ADSL 1, Alexandria,1097,170,Low,1,3
3212,8,ADSL 1, Alexandria,1097,68,Low,1,1
12844,1,Fiber Ultra, Alexandria,1097,182,Low,0,1
12844,1,Fiber Ultra, Alexandria,1097,204,Low,0,2
12844,1,Fiber Ultra, Alexandria,1097,68,Low,0,55
12844,1,Fiber Ultra, Alexandria,1097,207,Low,0,1
12844,1,Fiber Ultra, Alexandria,1097,54,Low,0,2
12844,1,Fiber Ultra, Alexandria,1097,143,Low,0,1
12844,1,Fiber Ultra, Alexandria,1097,170,Low,0,40
12844,1,Fiber Ultra, Alexandria,1097,83,Low,0,2
12844,1,Fiber Ultra, Alexandria,1097,219,Low,0,1
12844,1,Fiber Ultra, Alexandria,1097,142,Low,0,1
12844,1,Fiber Ultra, Alexandria,1097,134,Low,0,2
12844,8,ADSL 1, Alexandria,1097,182,Low,0,1
12844,8,ADSL 1, Alexandria,1097,204,Low,0,2
12844,8,ADSL 1, Alexandria,1097,68,Low,0,55
12844,8,ADSL 1, Alexandria,1097,207,Low,0,1
12844,8,ADSL 1, Alexandria,1097,54,Low,0,2
12844,8,ADSL 1, Alexandria,1097,143,Low,0,1
12844,8,ADSL 1, Alexandria,1097,170,Low,0,40
12844,8,ADSL 1, Alexandria,1097,83,Low,0,2
12844,8,ADSL 1, Alexandria,1097,219,Low,0,1
12844,8,ADSL 1, Alexandria,1097,142,Low,0,1
12844,8,ADSL 1, Alexandria,1097,134,Low,0,2
12844,2,ADSL 2, Alexandria,1097,182,Low,0,1
12844,2,ADSL 2, Alexandria,1097,204,Low,0,2
12844,2,ADSL 2, Alexandria,1097,68,Low,0,55
12844,2,ADSL 2, Alexandria,1097,207,Low,0,1
12844,2,ADSL 2, Alexandria,1097,54,Low,0,2
12844,2,ADSL 2, Alexandria,1097,143,Low,0,1
12844,2,ADSL 2, Alexandria,1097,170,Low,0,40
12844,2,ADSL 2, Alexandria,1097,83,Low,0,2
12844,2,ADSL 2, Alexandria,1097,219,Low,0,1
12844,2,ADSL 2, Alexandria,1097,142,Low,0,1
12844,2,ADSL 2, Alexandria,1097,134,Low,0,2
17601,8,ADSL 1, Alexandria,1097,170,Low,1,2
17601,8,ADSL 1, Alexandria,1097,54,Low,1,2
14281,8,ADSL 1, Alexandria,1097,170,Low,1,1
6872,8,ADSL 1, Alexandria,1097,170,Low,0,5
6872,8,ADSL 1, Alexandria,1097,54,Low,0,2
959,8,ADSL 1, Alexandria,1097,170,Low,1,2
959,8,ADSL 1, Alexandria,1097,68,Low,1,3
15720,8,ADSL 1, Alexandria,1097,68,Low,1,1
15720,8,ADSL 1, Alexandria,1097,170,Low,1,1
15720,8,ADSL 1, Alexandria,1097,54,Low,1,2
2281,8,ADSL 1, Alexandria,1097,170,Medium,1,1
2281,8,ADSL 1, Alexandria,1097,68,Medium,1,1
17250,8,ADSL 1, Alexandria,1097,170,Low,0,3
10330,8,ADSL 1, Alexandria,1097,54,Low,1,3
2594,8,ADSL 1, Cape Town,1098,54,Low,2,1
11963,8,ADSL 1, Cape Town,1098,170,Low,0,45
11963,8,ADSL 1, Cape Town,1098,207,Low,0,1
3106,8,ADSL 1, Cape Town,1098,207,Medium,1,1
18001,8,ADSL 1, Mombasa,1099,70,Low,0,1
18001,8,ADSL 1, Mombasa,1099,202,Low,0,5
18001,8,ADSL 1, Mombasa,1099,81,Low,0,8
681,8,ADSL 1, Mombasa,1099,70,Low,0,5
681,8,ADSL 1, Mombasa,1099,191,Low,0,6
5672,8,ADSL 1, Mombasa,1099,202,Low,0,9
5672,8,ADSL 1, Mombasa,1099,70,Low,0,1
5672,8,ADSL 1, Mombasa,1099,55,Low,0,4
5672,8,ADSL 1, Mombasa,1099,191,Low,0,2
5672,8,ADSL 1, Mombasa,1099,171,Low,0,4
5672,8,ADSL 1, Mombasa,1099,81,Low,0,17
18414,8,ADSL 1, Mombasa,1099,70,Low,0,5
18414,8,ADSL 1, Mombasa,1099,191,Low,0,3
16660,8,ADSL 1, Mombasa,1099,70,Low,0,1
257,8,ADSL 1, Mombasa,1099,202,Low,0,4
257,8,ADSL 1, Mombasa,1099,81,Low,0,2
5169,8,ADSL 1, Mombasa,1099,202,Low,0,2
5169,8,ADSL 1, Mombasa,1099,191,Low,0,1
5169,8,ADSL 1, Mombasa,1099,70,Low,0,2
5169,8,ADSL 1, Mombasa,1099,81,Low,0,4
4319,8,ADSL 1, Mombasa,1099,70,Low,0,2
4319,8,ADSL 1, Mombasa,1099,55,Low,0,4
4319,8,ADSL 1, Mombasa,1099,191,Low,0,3
4319,8,ADSL 1, Mombasa,1099,171,Low,0,5
17364,8,ADSL 1, Mombasa,1099,81,Low,0,16
17364,8,ADSL 1, Mombasa,1099,202,Low,0,6
16874,8,ADSL 1, Mombasa,1099,81,Low,0,18
16874,8,ADSL 1, Mombasa,1099,202,Low,0,13
11001,8,ADSL 1, Mombasa,1099,202,Low,0,2
11001,8,ADSL 1, Mombasa,1099,191,Low,0,2
11001,8,ADSL 1, Mombasa,1099,70,Low,0,1
11001,8,ADSL 1, Mombasa,1099,81,Low,0,4
4852,8,ADSL 1, Mombasa,1099,202,Low,0,4
4852,8,ADSL 1, Mombasa,1099,81,Low,0,6
4852,8,ADSL 1, Mombasa,1099,70,Low,0,1
4852,8,ADSL 1, Mombasa,1099,171,Low,0,1
4852,8,ADSL 1, Mombasa,1099,55,Low,0,1
4852,8,ADSL 1, Mombasa,1099,191,Low,0,2
8323,8,ADSL 1, Mombasa,1099,202,Low,0,5
8323,8,ADSL 1, Mombasa,1099,81,Low,0,15
8323,8,ADSL 1, Mombasa,1099,70,Low,0,4
8323,8,ADSL 1, Mombasa,1099,191,Low,0,3
15791,8,ADSL 1, Mombasa,1099,202,Low,0,15
15791,8,ADSL 1, Mombasa,1099,81,Low,0,24
6185,8,ADSL 1, Mombasa,1099,81,Low,0,3
6185,8,ADSL 1, Mombasa,1099,202,Low,0,4
3304,8,ADSL 1, Mombasa,1099,81,Medium,1,5
3304,8,ADSL 1, Mombasa,1099,202,Medium,1,3
13334,8,ADSL 1, Mombasa,1099,81,Low,0,74
13334,8,ADSL 1, Mombasa,1099,191,Low,0,3
13334,8,ADSL 1, Mombasa,1099,70,Low,0,2
13334,8,ADSL 1, Mombasa,1099,202,Low,0,68
12568,2,ADSL 2, Marrakesh,110,301,Critical,0,2
3730,8,ADSL 1, Dire Dawa,1100,198,Low,1,4
3730,8,ADSL 1, Dire Dawa,1100,76,Low,1,2
4973,8,ADSL 1, Dire Dawa,1100,71,Low,2,1
874,8,ADSL 1, Dire Dawa,1100,82,Low,2,115
874,8,ADSL 1, Dire Dawa,1100,203,Low,2,42
11093,8,ADSL 1, Dire Dawa,1100,63,Low,2,2
11093,8,ADSL 1, Dire Dawa,1100,71,Low,2,1
11093,8,ADSL 1, Dire Dawa,1100,203,Low,2,66
11093,8,ADSL 1, Dire Dawa,1100,183,Low,2,2
11093,8,ADSL 1, Dire Dawa,1100,82,Low,2,146
11093,8,ADSL 1, Dire Dawa,1100,193,Low,2,1
2926,8,ADSL 1, Dire Dawa,1100,80,Low,2,6
2926,8,ADSL 1, Dire Dawa,1100,201,Low,2,4
2926,8,ADSL 1, Dire Dawa,1100,82,Low,2,149
2926,8,ADSL 1, Dire Dawa,1100,203,Low,2,62
5609,8,ADSL 1, Dire Dawa,1100,201,Low,2,1
5609,8,ADSL 1, Dire Dawa,1100,71,Low,2,1
5609,8,ADSL 1, Dire Dawa,1100,80,Low,2,1
5609,8,ADSL 1, Dire Dawa,1100,203,Low,2,12
5609,8,ADSL 1, Dire Dawa,1100,82,Low,2,57
12385,8,ADSL 1, Dire Dawa,1100,80,Low,2,2
12385,8,ADSL 1, Dire Dawa,1100,203,Low,2,4
12385,8,ADSL 1, Dire Dawa,1100,82,Low,2,49
12385,8,ADSL 1, Dire Dawa,1100,201,Low,2,2
9808,8,ADSL 1, Dire Dawa,1100,82,Low,2,48
9808,8,ADSL 1, Dire Dawa,1100,71,Low,2,3
9808,8,ADSL 1, Dire Dawa,1100,203,Low,2,24
9808,8,ADSL 1, Dire Dawa,1100,193,Low,2,3
17240,8,ADSL 1, Dire Dawa,1100,203,Low,2,28
17240,8,ADSL 1, Dire Dawa,1100,82,Low,2,78
17240,8,ADSL 1, Dire Dawa,1100,193,Low,2,2
17240,8,ADSL 1, Dire Dawa,1100,71,Low,2,3
17240,8,ADSL 1, Dire Dawa,1100,68,Low,2,3
320,8,ADSL 1, Dire Dawa,1100,203,Low,2,25
320,8,ADSL 1, Dire Dawa,1100,193,Low,2,9
320,8,ADSL 1, Dire Dawa,1100,71,Low,2,18
320,8,ADSL 1, Dire Dawa,1100,108,Low,2,2
320,8,ADSL 1, Dire Dawa,1100,82,Low,2,88
3333,8,ADSL 1, Dire Dawa,1100,82,Low,2,70
3333,8,ADSL 1, Dire Dawa,1100,203,Low,2,23
16498,8,ADSL 1, Dire Dawa,1100,71,Low,2,12
16498,8,ADSL 1, Dire Dawa,1100,203,Low,2,52
16498,8,ADSL 1, Dire Dawa,1100,201,Low,2,1
16498,8,ADSL 1, Dire Dawa,1100,193,Low,2,3
16498,8,ADSL 1, Dire Dawa,1100,80,Low,2,1
16498,8,ADSL 1, Dire Dawa,1100,82,Low,2,84
13447,8,ADSL 1, Dire Dawa,1100,193,Low,2,9
13447,8,ADSL 1, Dire Dawa,1100,203,Low,2,32
13447,8,ADSL 1, Dire Dawa,1100,71,Low,2,3
13447,8,ADSL 1, Dire Dawa,1100,82,Low,2,84
15331,8,ADSL 1, Dire Dawa,1100,203,Low,2,6
15331,8,ADSL 1, Dire Dawa,1100,71,Low,2,2
15331,8,ADSL 1, Dire Dawa,1100,63,Low,2,1
15331,8,ADSL 1, Dire Dawa,1100,82,Low,2,18
15331,8,ADSL 1, Dire Dawa,1100,193,Low,2,5
15204,8,ADSL 1, Dire Dawa,1100,203,Low,2,31
15204,8,ADSL 1, Dire Dawa,1100,193,Low,2,2
15204,8,ADSL 1, Dire Dawa,1100,71,Low,2,4
15204,8,ADSL 1, Dire Dawa,1100,82,Low,2,55
17460,8,ADSL 1, Dire Dawa,1100,201,Low,1,1
17460,8,ADSL 1, Dire Dawa,1100,82,Low,1,97
17460,8,ADSL 1, Dire Dawa,1100,203,Low,1,1
17460,8,ADSL 1, Dire Dawa,1100,80,Low,1,1
17460,8,ADSL 1, Dire Dawa,1100,71,Low,1,3
11589,8,ADSL 1, Dire Dawa,1100,193,Low,2,4
11589,8,ADSL 1, Dire Dawa,1100,82,Low,2,171
11589,8,ADSL 1, Dire Dawa,1100,71,Low,2,20
11589,8,ADSL 1, Dire Dawa,1100,203,Low,2,31
12879,8,ADSL 1, Dire Dawa,1100,193,Low,2,2
12879,8,ADSL 1, Dire Dawa,1100,201,Low,2,1
12879,8,ADSL 1, Dire Dawa,1100,82,Low,2,153
12879,8,ADSL 1, Dire Dawa,1100,71,Low,2,6
12879,8,ADSL 1, Dire Dawa,1100,203,Low,2,27
12879,8,ADSL 1, Dire Dawa,1100,80,Low,2,1
15176,8,ADSL 1, Dire Dawa,1100,82,Low,2,39
15176,8,ADSL 1, Dire Dawa,1100,203,Low,2,21
15176,8,ADSL 1, Dire Dawa,1100,71,Low,2,4
15176,8,ADSL 1, Dire Dawa,1100,193,Low,2,3
13642,8,ADSL 1, Dire Dawa,1100,82,Low,2,105
13642,8,ADSL 1, Dire Dawa,1100,203,Low,2,40
9730,8,ADSL 1, Dire Dawa,1100,82,Low,1,50
9730,8,ADSL 1, Dire Dawa,1100,71,Low,1,1
9730,8,ADSL 1, Dire Dawa,1100,203,Low,1,3
623,8,ADSL 1, Dire Dawa,1100,82,Medium,0,19
1997,8,ADSL 1, Dire Dawa,1100,82,Low,2,31
1997,8,ADSL 1, Dire Dawa,1100,203,Low,2,11
17811,8,ADSL 1, Dire Dawa,1100,82,Low,1,45
17811,8,ADSL 1, Dire Dawa,1100,80,Low,1,4
17811,8,ADSL 1, Dire Dawa,1100,203,Low,1,5
9052,8,ADSL 1, Dire Dawa,1100,203,Low,0,6
9052,8,ADSL 1, Dire Dawa,1100,71,Low,0,3
9052,8,ADSL 1, Dire Dawa,1100,82,Low,0,60
13425,8,ADSL 1, Dire Dawa,1100,172,Low,2,1
13425,8,ADSL 1, Dire Dawa,1100,71,Low,2,8
13425,8,ADSL 1, Dire Dawa,1100,56,Low,2,3
13425,8,ADSL 1, Dire Dawa,1100,82,Low,2,122
13425,8,ADSL 1, Dire Dawa,1100,193,Low,2,2
13425,8,ADSL 1, Dire Dawa,1100,80,Low,2,1
13425,8,ADSL 1, Dire Dawa,1100,203,Low,2,60
6629,8,ADSL 1, Dire Dawa,1100,203,Medium,1,7
6629,8,ADSL 1, Dire Dawa,1100,82,Medium,1,41
10489,8,ADSL 1, Dire Dawa,1100,105,Low,2,93
10489,8,ADSL 1, Dire Dawa,1100,203,Low,2,11
10489,8,ADSL 1, Dire Dawa,1100,193,Low,2,4
10489,8,ADSL 1, Dire Dawa,1100,71,Low,2,4
10489,8,ADSL 1, Dire Dawa,1100,172,Low,2,206
10489,8,ADSL 1, Dire Dawa,1100,82,Low,2,20
10489,8,ADSL 1, Dire Dawa,1100,56,Low,2,296
4879,8,ADSL 1, Dire Dawa,1100,82,Low,2,51
4879,8,ADSL 1, Dire Dawa,1100,105,Low,2,73
4879,8,ADSL 1, Dire Dawa,1100,172,Low,2,140
4879,8,ADSL 1, Dire Dawa,1100,71,Low,2,4
4879,8,ADSL 1, Dire Dawa,1100,56,Low,2,211
4879,8,ADSL 1, Dire Dawa,1100,203,Low,2,22
4879,8,ADSL 1, Dire Dawa,1100,193,Low,2,3
2770,8,ADSL 1, Dire Dawa,1100,203,Low,2,18
2770,8,ADSL 1, Dire Dawa,1100,82,Low,2,66
2770,8,ADSL 1, Dire Dawa,1100,56,Low,2,187
2770,8,ADSL 1, Dire Dawa,1100,172,Low,2,135
2770,8,ADSL 1, Dire Dawa,1100,105,Low,2,56
2770,8,ADSL 1, Dire Dawa,1100,71,Low,2,2
2770,8,ADSL 1, Dire Dawa,1100,193,Low,2,4
1947,8,ADSL 1, Dire Dawa,1100,172,Low,2,27
1947,8,ADSL 1, Dire Dawa,1100,56,Low,2,43
1947,8,ADSL 1, Dire Dawa,1100,193,Low,2,3
1947,8,ADSL 1, Dire Dawa,1100,71,Low,2,4
1947,8,ADSL 1, Dire Dawa,1100,82,Low,2,55
1947,8,ADSL 1, Dire Dawa,1100,203,Low,2,22
1947,8,ADSL 1, Dire Dawa,1100,105,Low,2,20
12087,8,ADSL 1, Dire Dawa,1100,82,Low,2,10
12087,8,ADSL 1, Dire Dawa,1100,203,Low,2,4
430,8,ADSL 1, Dire Dawa,1100,71,Low,1,2
430,8,ADSL 1, Dire Dawa,1100,82,Low,1,42
430,8,ADSL 1, Dire Dawa,1100,203,Low,1,13
7435,8,ADSL 1, Dire Dawa,1100,71,Low,2,2
7435,8,ADSL 1, Dire Dawa,1100,203,Low,2,21
7435,8,ADSL 1, Dire Dawa,1100,82,Low,2,34
17037,8,ADSL 1, Dire Dawa,1100,82,Medium,2,46
17037,8,ADSL 1, Dire Dawa,1100,201,Medium,2,2
17037,8,ADSL 1, Dire Dawa,1100,193,Medium,2,1
17037,8,ADSL 1, Dire Dawa,1100,203,Medium,2,11
17037,8,ADSL 1, Dire Dawa,1100,71,Medium,2,1
17037,8,ADSL 1, Dire Dawa,1100,80,Medium,2,2
6211,8,ADSL 1, Dire Dawa,1100,80,Low,2,2
6211,8,ADSL 1, Dire Dawa,1100,201,Low,2,1
6211,8,ADSL 1, Dire Dawa,1100,203,Low,2,24
6211,8,ADSL 1, Dire Dawa,1100,82,Low,2,36
1500,8,ADSL 1, Kumasi,1101,80,Low,0,2
9514,8,ADSL 1, Dodoma,1102,65,Medium,0,2
8168,8,ADSL 1, Dodoma,1102,73,Low,0,2
8168,8,ADSL 1, Dodoma,1102,195,Low,0,2
2541,2,ADSL 2, Oran,1103,134,Low,0,1
8481,1,Fiber Ultra, Oran,1103,141,Low,1,1
8481,1,Fiber Ultra, Oran,1103,317,Low,1,2
8481,1,Fiber Ultra, Oran,1103,8,Low,1,1
8481,2,ADSL 2, Oran,1103,141,Low,1,1
